ProductKey;OrderDateKey;DueDateKey;ShipDateKey;CustomerKey;SalesOrderNumber;SalesAmount
310;20230604;20230616;20230611;28842;SO44833;"2719,4852"
350;20230604;20230616;20230611;25952;SO44834;"2564,9924"
311;20230604;20230616;20230611;18338;SO44835;"2719,4852"
314;20230604;20230616;20230611;18465;SO44836;"2719,4852"
312;20230605;20230617;20230612;13808;SO44837;"2719,4852"
311;20230605;20230617;20230612;14138;SO44838;"2719,4852"
314;20230605;20230617;20230612;28825;SO44839;"2719,4852"
314;20230605;20230617;20230612;28857;SO44840;"2719,4852"
314;20230605;20230617;20230612;18335;SO44841;"2719,4852"
310;20230606;20230618;20230613;14140;SO44842;"2719,4852"
312;20230606;20230618;20230613;29058;SO44843;"2719,4852"
314;20230606;20230618;20230613;29139;SO44844;"2719,4852"
313;20230606;20230618;20230613;28845;SO44845;"2719,4852"
314;20230606;20230618;20230613;18334;SO44846;"2719,4852"
346;20230606;20230618;20230613;11445;SO44847;"2583,9924"
348;20230607;20230619;20230614;28418;SO44848;"2564,9924"
322;20230607;20230619;20230614;17996;SO44849;"531,3146"
336;20230607;20230619;20230614;19417;SO44850;"531,3146"
310;20230607;20230619;20230614;22299;SO44851;"2719,4852"
311;20230607;20230619;20230614;29128;SO44852;"2719,4852"
348;20230607;20230619;20230614;19874;SO44853;"2564,9924"
311;20230607;20230619;20230614;29004;SO44854;"2719,4852"
320;20230607;20230619;20230614;26692;SO44855;"531,3146"
328;20230607;20230619;20230614;14651;SO44856;"531,3146"
310;20230607;20230619;20230614;18484;SO44857;"2719,4852"
312;20230607;20230619;20230614;18487;SO44858;"2719,4852"
310;20230607;20230619;20230614;18495;SO44859;"2719,4852"
310;20230607;20230619;20230614;18693;SO44860;"2719,4852"
314;20230607;20230619;20230614;18288;SO44861;"2719,4852"
313;20230607;20230619;20230614;18457;SO44862;"2719,4852"
310;20230607;20230619;20230614;18467;SO44863;"2719,4852"
348;20230607;20230619;20230614;11364;SO44864;"2564,9924"
351;20230607;20230619;20230614;11372;SO44865;"2564,9924"
350;20230607;20230619;20230614;11443;SO44866;"2564,9924"
313;20230608;20230620;20230615;14793;SO44867;"2719,4852"
313;20230608;20230620;20230615;28852;SO44868;"2719,4852"
312;20230608;20230620;20230615;18700;SO44869;"2719,4852"
311;20230608;20230620;20230615;18301;SO44870;"2719,4852"
345;20230608;20230620;20230615;11363;SO44871;"2583,9924"
312;20230609;20230621;20230616;29111;SO44872;"2719,4852"
312;20230609;20230621;20230616;28828;SO44873;"2719,4852"
320;20230610;20230622;20230617;18004;SO44874;"531,3146"
313;20230610;20230622;20230617;29048;SO44875;"2719,4852"
312;20230610;20230622;20230617;29056;SO44876;"2719,4852"
311;20230610;20230622;20230617;29136;SO44877;"2719,4852"
311;20230610;20230622;20230617;28807;SO44878;"2719,4852"
310;20230610;20230622;20230617;28833;SO44879;"2719,4852"
311;20230610;20230622;20230617;18470;SO44880;"2719,4852"
313;20230610;20230622;20230617;18496;SO44881;"2719,4852"
311;20230610;20230622;20230617;18703;SO44882;"2719,4852"
314;20230610;20230622;20230617;18296;SO44883;"2719,4852"
312;20230610;20230622;20230617;18308;SO44884;"2719,4852"
310;20230611;20230623;20230618;14833;SO44885;"2719,4852"
314;20230611;20230623;20230618;29108;SO44886;"2719,4852"
310;20230611;20230623;20230618;28821;SO44887;"2719,4852"
310;20230611;20230623;20230618;28838;SO44888;"2719,4852"
348;20230612;20230624;20230619;11351;SO44889;"2564,9924"
346;20230612;20230624;20230619;11381;SO44890;"2583,9924"
310;20230612;20230624;20230619;28847;SO44891;"2719,4852"
313;20230612;20230624;20230619;22267;SO44892;"2719,4852"
314;20230612;20230624;20230619;28856;SO44893;"2719,4852"
348;20230612;20230624;20230619;25943;SO44894;"2564,9924"
351;20230612;20230624;20230619;25951;SO44895;"2564,9924"
346;20230612;20230624;20230619;25964;SO44896;"2583,9924"
314;20230612;20230624;20230619;18696;SO44897;"2719,4852"
310;20230612;20230624;20230619;18307;SO44898;"2719,4852"
351;20230612;20230624;20230619;11353;SO44899;"2564,9924"
314;20230613;20230625;20230620;14778;SO44900;"2719,4852"
313;20230613;20230625;20230620;12332;SO44901;"2719,4852"
314;20230613;20230625;20230620;13829;SO44902;"2719,4852"
313;20230613;20230625;20230620;18284;SO44903;"2719,4852"
350;20230613;20230625;20230620;11359;SO44904;"2564,9924"
312;20230614;20230626;20230621;13822;SO44905;"2719,4852"
311;20230614;20230626;20230621;14832;SO44906;"2719,4852"
324;20230614;20230626;20230621;19415;SO44907;"531,3146"
314;20230614;20230626;20230621;29032;SO44908;"2719,4852"
310;20230614;20230626;20230621;28840;SO44909;"2719,4852"
344;20230614;20230626;20230621;25969;SO44910;"2583,9924"
349;20230614;20230626;20230621;25976;SO44911;"2564,9924"
310;20230614;20230626;20230621;28966;SO44912;"2719,4852"
311;20230614;20230626;20230621;18468;SO44913;"2719,4852"
311;20230614;20230626;20230621;18491;SO44914;"2719,4852"
312;20230614;20230626;20230621;18461;SO44915;"2719,4852"
311;20230614;20230626;20230621;18463;SO44916;"2719,4852"
310;20230615;20230627;20230622;13842;SO44917;"2719,4852"
350;20230615;20230627;20230622;29466;SO44918;"2564,9924"
310;20230615;20230627;20230622;29017;SO44919;"2719,4852"
338;20230615;20230627;20230622;14648;SO44920;"531,3146"
312;20230615;20230627;20230622;18489;SO44921;"2719,4852"
314;20230615;20230627;20230622;18277;SO44922;"2719,4852"
312;20230615;20230627;20230622;18336;SO44923;"2719,4852"
310;20230616;20230628;20230623;28830;SO44924;"2719,4852"
313;20230616;20230628;20230623;18493;SO44925;"2719,4852"
328;20230616;20230628;20230623;25706;SO44926;"531,3146"
348;20230616;20230628;20230623;11448;SO44927;"2564,9924"
314;20230617;20230629;20230624;14843;SO44928;"2719,4852"
312;20230617;20230629;20230624;12398;SO44929;"2719,4852"
312;20230617;20230629;20230624;29110;SO44930;"2719,4852"
312;20230617;20230629;20230624;28849;SO44931;"2719,4852"
312;20230617;20230629;20230624;18303;SO44932;"2719,4852"
312;20230617;20230629;20230624;18276;SO44933;"2719,4852"
312;20230618;20230630;20230625;14771;SO44934;"2719,4852"
312;20230618;20230630;20230625;12333;SO44935;"2719,4852"
312;20230618;20230630;20230625;29044;SO44936;"2719,4852"
311;20230618;20230630;20230625;22251;SO44937;"2719,4852"
314;20230618;20230630;20230625;28851;SO44938;"2719,4852"
314;20230618;20230630;20230625;28993;SO44939;"2719,4852"
311;20230618;20230630;20230625;18490;SO44940;"2719,4852"
310;20230618;20230630;20230625;18697;SO44941;"2719,4852"
310;20230618;20230630;20230625;18701;SO44942;"2719,4852"
330;20230618;20230630;20230625;25568;SO44943;"531,3146"
332;20230618;20230630;20230625;25707;SO44944;"531,3146"
322;20230618;20230630;20230625;25710;SO44945;"531,3146"
349;20230618;20230630;20230625;11357;SO44946;"2564,9924"
346;20230618;20230630;20230625;11446;SO44947;"2583,9924"
312;20230619;20230701;20230626;12395;SO44948;"2719,4852"
349;20230619;20230701;20230626;29474;SO44949;"2564,9924"
313;20230619;20230701;20230626;28835;SO44950;"2719,4852"
311;20230619;20230701;20230626;28843;SO44951;"2719,4852"
349;20230619;20230701;20230626;25955;SO44952;"2564,9924"
312;20230619;20230701;20230626;28859;SO44953;"2719,4852"
310;20230619;20230701;20230626;28990;SO44954;"2719,4852"
342;20230619;20230701;20230626;25709;SO44955;"531,3146"
351;20230619;20230701;20230626;11449;SO44956;"2564,9924"
310;20230620;20230702;20230627;22247;SO44957;"2719,4852"
332;20230620;20230702;20230627;20173;SO44958;"531,3146"
312;20230620;20230702;20230627;29019;SO44959;"2719,4852"
314;20230620;20230702;20230627;22373;SO44960;"2719,4852"
313;20230620;20230702;20230627;29060;SO44961;"2719,4852"
310;20230620;20230702;20230627;28831;SO44962;"2719,4852"
346;20230620;20230702;20230627;25974;SO44963;"2583,9924"
334;20230620;20230702;20230627;14647;SO44964;"531,3146"
332;20230620;20230702;20230627;14649;SO44965;"531,3146"
314;20230620;20230702;20230627;18458;SO44966;"2719,4852"
310;20230621;20230703;20230628;14794;SO44967;"2719,4852"
342;20230621;20230703;20230628;19365;SO44968;"531,3146"
312;20230621;20230703;20230628;22713;SO44969;"2719,4852"
312;20230621;20230703;20230628;28820;SO44970;"2719,4852"
313;20230621;20230703;20230628;28989;SO44971;"2719,4852"
311;20230621;20230703;20230628;29016;SO44972;"2719,4852"
314;20230621;20230703;20230628;18482;SO44973;"2719,4852"
312;20230622;20230704;20230629;14776;SO44974;"2719,4852"
311;20230622;20230704;20230629;28823;SO44975;"2719,4852"
311;20230622;20230704;20230629;28824;SO44976;"2719,4852"
313;20230622;20230704;20230629;29010;SO44977;"2719,4852"
322;20230622;20230704;20230629;14652;SO44978;"531,3146"
310;20230622;20230704;20230629;18469;SO44979;"2719,4852"
310;20230622;20230704;20230629;18699;SO44980;"2719,4852"
310;20230622;20230704;20230629;18462;SO44981;"2719,4852"
312;20230623;20230705;20230630;29132;SO44982;"2719,4852"
310;20230623;20230705;20230630;22252;SO44983;"2719,4852"
314;20230623;20230705;20230630;29008;SO44984;"2719,4852"
311;20230623;20230705;20230630;18692;SO44985;"2719,4852"
328;20230623;20230705;20230630;25708;SO44986;"531,3146"
314;20230624;20230706;20230701;12323;SO44987;"2719,4852"
338;20230624;20230706;20230701;17999;SO44988;"531,3146"
311;20230624;20230706;20230701;28854;SO44989;"2719,4852"
338;20230624;20230706;20230701;14645;SO44990;"531,3146"
314;20230624;20230706;20230701;18698;SO44991;"2719,4852"
311;20230624;20230706;20230701;18464;SO44992;"2719,4852"
350;20230624;20230706;20230701;11368;SO44993;"2564,9924"
311;20230625;20230707;20230702;28805;SO44994;"2719,4852"
313;20230625;20230707;20230702;28841;SO44995;"2719,4852"
349;20230625;20230707;20230702;25970;SO44996;"2564,9924"
310;20230625;20230707;20230702;28870;SO44997;"2719,4852"
340;20230625;20230707;20230702;14646;SO44998;"531,3146"
311;20230625;20230707;20230702;18485;SO44999;"2719,4852"
312;20230625;20230707;20230702;18297;SO45000;"2719,4852"
312;20230625;20230707;20230702;18302;SO45001;"2719,4852"
312;20230626;20230708;20230703;13844;SO45002;"2719,4852"
314;20230626;20230708;20230703;29059;SO45003;"2719,4852"
314;20230626;20230708;20230703;29106;SO45004;"2719,4852"
312;20230626;20230708;20230703;28844;SO45005;"2719,4852"
312;20230627;20230709;20230704;12373;SO45006;"2719,4852"
310;20230627;20230709;20230704;14137;SO45007;"2719,4852"
313;20230627;20230709;20230704;14831;SO45008;"2719,4852"
338;20230627;20230709;20230704;19387;SO45009;"531,3146"
313;20230627;20230709;20230704;28869;SO45010;"2719,4852"
313;20230627;20230709;20230704;22268;SO45011;"2719,4852"
342;20230627;20230709;20230704;14650;SO45012;"531,3146"
310;20230627;20230709;20230704;18483;SO45013;"2719,4852"
322;20230627;20230709;20230704;25705;SO45014;"531,3146"
346;20230627;20230709;20230704;11360;SO45015;"2583,9924"
310;20230628;20230710;20230705;14770;SO45016;"2719,4852"
312;20230628;20230710;20230705;28826;SO45017;"2719,4852"
313;20230628;20230710;20230705;18494;SO45018;"2719,4852"
313;20230628;20230710;20230705;18691;SO45019;"2719,4852"
311;20230628;20230710;20230705;18332;SO45020;"2719,4852"
348;20230628;20230710;20230705;11358;SO45021;"2564,9924"
350;20230628;20230710;20230705;11447;SO45022;"2564,9924"
310;20230628;20230710;20230705;13807;SO45023;"2719,4852"
344;20230629;20230711;20230706;29475;SO45024;"2583,9924"
311;20230629;20230711;20230706;29070;SO45025;"2719,4852"
344;20230629;20230711;20230706;25962;SO45026;"2583,9924"
314;20230629;20230711;20230706;28871;SO45027;"2719,4852"
314;20230629;20230711;20230706;18702;SO45028;"2719,4852"
311;20230629;20230711;20230706;18331;SO45029;"2719,4852"
348;20230629;20230711;20230706;11450;SO45030;"2564,9924"
313;20230630;20230712;20230707;14792;SO45031;"2719,4852"
311;20230630;20230712;20230707;14139;SO45032;"2719,4852"
312;20230630;20230712;20230707;29138;SO45033;"2719,4852"
310;20230630;20230712;20230707;28822;SO45034;"2719,4852"
310;20230630;20230712;20230707;28839;SO45035;"2719,4852"
311;20230630;20230712;20230707;28846;SO45036;"2719,4852"
332;20230630;20230712;20230707;25704;SO45037;"531,3146"
313;20230701;20230713;20230708;12494;SO45078;"5116,9261"
312;20230701;20230713;20230708;29255;SO45079;"5116,9261"
332;20230701;20230713;20230708;14657;SO45080;"999,7104"
338;20230701;20230713;20230708;26782;SO45081;"999,7104"
350;20230701;20230713;20230708;11455;SO45082;"4826,2357"
312;20230702;20230714;20230709;14947;SO45083;"5116,9261"
310;20230702;20230714;20230709;29143;SO45084;"5116,9261"
312;20230702;20230714;20230709;18746;SO45085;"5116,9261"
314;20230702;20230714;20230709;18747;SO45086;"5116,9261"
350;20230703;20230715;20230710;11388;SO45087;"4826,2357"
345;20230703;20230715;20230710;11398;SO45088;"4861,9857"
351;20230703;20230715;20230710;25977;SO45089;"4826,2357"
310;20230703;20230715;20230710;29170;SO45090;"5116,9261"
314;20230703;20230715;20230710;18909;SO45091;"5116,9261"
313;20230703;20230715;20230710;18899;SO45092;"5116,9261"
312;20230703;20230715;20230710;18906;SO45093;"5116,9261"
310;20230703;20230715;20230710;22785;SO45094;"5116,9261"
344;20230704;20230716;20230711;11394;SO45095;"4861,9857"
312;20230704;20230716;20230711;12483;SO45096;"5116,9261"
313;20230704;20230716;20230711;29151;SO45097;"5116,9261"
310;20230704;20230716;20230711;29167;SO45098;"5116,9261"
312;20230704;20230716;20230711;29174;SO45099;"5116,9261"
326;20230705;20230717;20230712;19428;SO45100;"999,7104"
313;20230705;20230717;20230712;22748;SO45101;"5116,9261"
310;20230705;20230717;20230712;29274;SO45102;"5116,9261"
310;20230706;20230718;20230713;29140;SO45103;"5116,9261"
310;20230706;20230718;20230713;29142;SO45104;"5116,9261"
312;20230706;20230718;20230713;22765;SO45105;"5116,9261"
348;20230706;20230718;20230713;19987;SO45106;"4826,2357"
312;20230706;20230718;20230713;29275;SO45107;"5116,9261"
310;20230706;20230718;20230713;22975;SO45108;"5116,9261"
311;20230707;20230719;20230714;14937;SO45109;"5116,9261"
311;20230707;20230719;20230714;18710;SO45110;"5116,9261"
326;20230707;20230719;20230714;25713;SO45111;"999,7104"
324;20230707;20230719;20230714;20558;SO45112;"999,7104"
313;20230708;20230720;20230715;29141;SO45113;"5116,9261"
310;20230708;20230720;20230715;29146;SO45114;"5116,9261"
348;20230708;20230720;20230715;25984;SO45115;"4826,2357"
311;20230708;20230720;20230715;29204;SO45116;"5116,9261"
342;20230708;20230720;20230715;14727;SO45117;"999,7104"
314;20230708;20230720;20230715;18722;SO45118;"5116,9261"
314;20230708;20230720;20230715;18740;SO45119;"5116,9261"
344;20230708;20230720;20230715;11751;SO45120;"4861,9857"
310;20230709;20230721;20230716;29169;SO45121;"5116,9261"
314;20230709;20230721;20230716;29236;SO45122;"5116,9261"
311;20230709;20230721;20230716;22971;SO45123;"5116,9261"
313;20230709;20230721;20230716;18725;SO45124;"5116,9261"
312;20230709;20230721;20230716;18708;SO45125;"5116,9261"
311;20230710;20230722;20230717;12480;SO45126;"5116,9261"
313;20230710;20230722;20230717;29158;SO45127;"5116,9261"
310;20230710;20230722;20230717;18726;SO45128;"5116,9261"
350;20230710;20230722;20230717;11759;SO45129;"4826,2357"
313;20230711;20230723;20230718;14975;SO45130;"5116,9261"
344;20230711;20230723;20230718;25979;SO45131;"4861,9857"
350;20230711;20230723;20230718;25985;SO45132;"4826,2357"
314;20230711;20230723;20230718;29163;SO45133;"5116,9261"
314;20230711;20230723;20230718;22895;SO45134;"5116,9261"
310;20230711;20230723;20230718;29264;SO45135;"5116,9261"
312;20230711;20230723;20230718;19084;SO45136;"5116,9261"
310;20230711;20230723;20230718;18735;SO45137;"5116,9261"
349;20230711;20230723;20230718;11452;SO45138;"4826,2357"
314;20230712;20230724;20230719;12468;SO45139;"5116,9261"
312;20230712;20230724;20230719;12485;SO45140;"5116,9261"
312;20230712;20230724;20230719;29222;SO45141;"5116,9261"
311;20230712;20230724;20230719;22901;SO45142;"5116,9261"
310;20230712;20230724;20230719;29278;SO45143;"5116,9261"
311;20230712;20230724;20230719;19093;SO45144;"5116,9261"
314;20230712;20230724;20230719;18716;SO45145;"5116,9261"
310;20230713;20230725;20230720;14950;SO45146;"5116,9261"
312;20230713;20230725;20230720;29166;SO45147;"5116,9261"
342;20230713;20230725;20230720;14656;SO45148;"999,7104"
314;20230714;20230726;20230721;14941;SO45149;"5116,9261"
346;20230714;20230726;20230721;25980;SO45150;"4861,9857"
314;20230714;20230726;20230721;29202;SO45151;"5116,9261"
310;20230714;20230726;20230721;29276;SO45152;"5116,9261"
310;20230714;20230726;20230721;19089;SO45153;"5116,9261"
313;20230714;20230726;20230721;18767;SO45154;"5116,9261"
312;20230714;20230726;20230721;18900;SO45155;"5116,9261"
344;20230714;20230726;20230721;11465;SO45156;"4861,9857"
344;20230714;20230726;20230721;11750;SO45157;"4861,9857"
344;20230715;20230727;20230722;28419;SO45158;"4861,9857"
349;20230715;20230727;20230722;11400;SO45159;"4826,2357"
310;20230715;20230727;20230722;14984;SO45160;"5116,9261"
349;20230715;20230727;20230722;25978;SO45161;"4826,2357"
312;20230715;20230727;20230722;18721;SO45162;"5116,9261"
328;20230715;20230727;20230722;25714;SO45163;"999,7104"
349;20230715;20230727;20230722;11453;SO45164;"4826,2357"
313;20230716;20230728;20230723;22881;SO45165;"5116,9261"
312;20230716;20230728;20230723;19083;SO45166;"5116,9261"
311;20230716;20230728;20230723;18706;SO45167;"5116,9261"
312;20230716;20230728;20230723;18738;SO45168;"5116,9261"
314;20230716;20230728;20230723;18766;SO45169;"5116,9261"
351;20230716;20230728;20230723;11462;SO45170;"4826,2357"
345;20230716;20230728;20230723;11754;SO45171;"4861,9857"
334;20230717;20230729;20230724;18008;SO45172;"999,7104"
314;20230717;20230729;20230724;29157;SO45173;"5116,9261"
313;20230717;20230729;20230724;29198;SO45174;"5116,9261"
313;20230717;20230729;20230724;29238;SO45175;"5116,9261"
313;20230717;20230729;20230724;29254;SO45176;"5116,9261"
314;20230717;20230729;20230724;18903;SO45177;"5116,9261"
347;20230717;20230729;20230724;11456;SO45178;"4861,9857"
351;20230717;20230729;20230724;11457;SO45179;"4826,2357"
311;20230718;20230730;20230725;15046;SO45180;"5116,9261"
310;20230718;20230730;20230725;14929;SO45181;"5116,9261"
312;20230718;20230730;20230725;18769;SO45182;"5116,9261"
334;20230718;20230730;20230725;25711;SO45183;"999,7104"
320;20230718;20230730;20230725;25717;SO45184;"999,7104"
310;20230718;20230730;20230725;14949;SO45185;"5116,9261"
313;20230719;20230731;20230726;14991;SO45186;"5116,9261"
310;20230719;20230731;20230726;15047;SO45187;"5116,9261"
311;20230719;20230731;20230726;14861;SO45188;"5116,9261"
310;20230719;20230731;20230726;29145;SO45189;"5116,9261"
313;20230719;20230731;20230726;18931;SO45190;"5116,9261"
328;20230719;20230731;20230726;14660;SO45191;"999,7104"
314;20230720;20230801;20230727;14846;SO45192;"5116,9261"
310;20230720;20230801;20230727;22889;SO45193;"5116,9261"
313;20230720;20230801;20230727;29221;SO45194;"5116,9261"
313;20230720;20230801;20230727;18929;SO45195;"5116,9261"
311;20230720;20230801;20230727;18739;SO45196;"5116,9261"
314;20230720;20230801;20230727;18902;SO45197;"5116,9261"
313;20230721;20230802;20230728;14847;SO45198;"5116,9261"
346;20230721;20230802;20230728;29476;SO45199;"4861,9857"
311;20230721;20230802;20230728;29148;SO45200;"5116,9261"
312;20230721;20230802;20230728;29168;SO45201;"5116,9261"
314;20230721;20230802;20230728;19094;SO45202;"5116,9261"
314;20230721;20230802;20230728;18907;SO45203;"5116,9261"
345;20230721;20230802;20230728;11460;SO45204;"4861,9857"
344;20230722;20230803;20230729;28420;SO45205;"4861,9857"
313;20230722;20230803;20230729;12474;SO45206;"5116,9261"
312;20230722;20230803;20230729;29156;SO45207;"5116,9261"
344;20230722;20230803;20230729;19884;SO45208;"4861,9857"
314;20230722;20230803;20230729;29201;SO45209;"5116,9261"
311;20230722;20230803;20230729;29239;SO45210;"5116,9261"
311;20230722;20230803;20230729;18724;SO45211;"5116,9261"
314;20230722;20230803;20230729;18729;SO45212;"5116,9261"
349;20230722;20230803;20230729;11464;SO45213;"4826,2357"
310;20230723;20230804;20230730;12464;SO45214;"5116,9261"
312;20230723;20230804;20230730;29208;SO45215;"5116,9261"
313;20230723;20230804;20230730;29261;SO45216;"5116,9261"
314;20230724;20230805;20230731;29144;SO45217;"5116,9261"
345;20230724;20230805;20230731;25982;SO45218;"4861,9857"
313;20230724;20230805;20230731;22893;SO45219;"5116,9261"
312;20230724;20230805;20230731;29207;SO45220;"5116,9261"
314;20230724;20230805;20230731;22903;SO45221;"5116,9261"
330;20230724;20230805;20230731;14728;SO45222;"999,7104"
312;20230724;20230805;20230731;18930;SO45223;"5116,9261"
311;20230724;20230805;20230731;18723;SO45224;"5116,9261"
338;20230725;20230806;20230801;14653;SO45225;"999,7104"
342;20230725;20230806;20230801;14662;SO45226;"999,7104"
322;20230725;20230806;20230801;14726;SO45227;"999,7104"
314;20230725;20230806;20230801;18768;SO45228;"5116,9261"
349;20230726;20230807;20230802;11387;SO45229;"4826,2357"
313;20230726;20230807;20230802;29242;SO45230;"5116,9261"
314;20230726;20230807;20230802;18908;SO45231;"5116,9261"
310;20230726;20230807;20230802;18736;SO45232;"5116,9261"
344;20230726;20230807;20230802;11472;SO45233;"4861,9857"
328;20230727;20230808;20230803;18009;SO45234;"999,7104"
314;20230727;20230808;20230803;29147;SO45235;"5116,9261"
312;20230727;20230808;20230803;18731;SO45236;"5116,9261"
314;20230727;20230808;20230803;18737;SO45237;"5116,9261"
346;20230727;20230808;20230803;11459;SO45238;"4861,9857"
328;20230728;20230809;20230804;19420;SO45239;"999,7104"
310;20230728;20230809;20230804;29155;SO45240;"5116,9261"
311;20230728;20230809;20230804;29203;SO45241;"5116,9261"
311;20230728;20230809;20230804;29223;SO45242;"5116,9261"
334;20230728;20230809;20230804;25715;SO45243;"999,7104"
350;20230728;20230809;20230804;11756;SO45244;"4826,2357"
310;20230729;20230810;20230805;18928;SO45245;"5116,9261"
310;20230729;20230810;20230805;18709;SO45246;"5116,9261"
334;20230729;20230810;20230805;25716;SO45247;"999,7104"
344;20230729;20230810;20230805;11451;SO45248;"4861,9857"
310;20230730;20230811;20230806;14928;SO45249;"5116,9261"
310;20230730;20230811;20230806;14147;SO45250;"5116,9261"
334;20230730;20230811;20230806;19422;SO45251;"999,7104"
312;20230730;20230811;20230806;22877;SO45252;"5116,9261"
314;20230730;20230811;20230806;29237;SO45253;"5116,9261"
314;20230730;20230811;20230806;29252;SO45254;"5116,9261"
314;20230730;20230811;20230806;29258;SO45255;"5116,9261"
336;20230730;20230811;20230806;14664;SO45256;"999,7104"
314;20230730;20230811;20230806;18718;SO45257;"5116,9261"
340;20230730;20230811;20230806;25712;SO45258;"999,7104"
314;20230731;20230812;20230807;29225;SO45259;"5116,9261"
310;20230731;20230812;20230807;29150;SO45260;"5116,9261"
312;20230731;20230812;20230807;29175;SO45261;"5116,9261"
313;20230731;20230812;20230807;29265;SO45262;"5116,9261"
340;20230731;20230812;20230807;14722;SO45263;"999,7104"
349;20230731;20230812;20230807;11454;SO45264;"4826,2357"
350;20230731;20230812;20230807;11461;SO45265;"4826,2357"
313;20230801;20230813;20230808;15048;SO45345;"5116,9261"
312;20230801;20230813;20230808;28648;SO45346;"5116,9261"
342;20230801;20230813;20230808;14733;SO45347;"999,7104"
311;20230801;20230813;20230808;19562;SO45348;"5116,9261"
312;20230801;20230813;20230808;19568;SO45349;"5116,9261"
311;20230801;20230813;20230808;19613;SO45350;"5116,9261"
313;20230802;20230814;20230809;12520;SO45351;"5116,9261"
313;20230802;20230814;20230809;15081;SO45352;"5116,9261"
310;20230802;20230814;20230809;28630;SO45353;"5116,9261"
340;20230802;20230814;20230809;19432;SO45354;"999,7104"
312;20230802;20230814;20230809;28778;SO45355;"5116,9261"
313;20230802;20230814;20230809;19096;SO45356;"5116,9261"
351;20230803;20230815;20230810;28443;SO45357;"4826,2357"
312;20230803;20230815;20230810;23172;SO45358;"5116,9261"
313;20230803;20230815;20230810;11227;SO45359;"5116,9261"
313;20230803;20230815;20230810;28036;SO45360;"5116,9261"
312;20230803;20230815;20230810;23057;SO45361;"5116,9261"
313;20230803;20230815;20230810;19271;SO45362;"5116,9261"
312;20230803;20230815;20230810;19565;SO45363;"5116,9261"
311;20230804;20230816;20230811;14161;SO45364;"5116,9261"
313;20230804;20230816;20230811;15078;SO45365;"5116,9261"
330;20230804;20230816;20230811;18011;SO45366;"999,7104"
328;20230804;20230816;20230811;20561;SO45367;"999,7104"
328;20230804;20230816;20230811;14732;SO45368;"999,7104"
314;20230804;20230816;20230811;19269;SO45369;"5116,9261"
312;20230804;20230816;20230811;19270;SO45370;"5116,9261"
310;20230805;20230817;20230812;15062;SO45371;"5116,9261"
348;20230805;20230817;20230812;28449;SO45372;"4826,2357"
349;20230805;20230817;20230812;25994;SO45373;"4826,2357"
312;20230805;20230817;20230812;22996;SO45374;"5116,9261"
313;20230805;20230817;20230812;19596;SO45375;"5116,9261"
344;20230805;20230817;20230812;11761;SO45376;"4861,9857"
313;20230806;20230818;20230813;15077;SO45377;"5116,9261"
310;20230806;20230818;20230813;28178;SO45378;"5116,9261"
313;20230806;20230818;20230813;28363;SO45379;"5116,9261"
324;20230806;20230818;20230813;18010;SO45380;"999,7104"
344;20230806;20230818;20230813;19988;SO45381;"4861,9857"
313;20230806;20230818;20230813;11129;SO45382;"5116,9261"
332;20230806;20230818;20230813;14734;SO45383;"999,7104"
338;20230806;20230818;20230813;26789;SO45384;"999,7104"
334;20230806;20230818;20230813;14735;SO45385;"999,7104"
312;20230806;20230818;20230813;19607;SO45386;"5116,9261"
310;20230807;20230819;20230814;11224;SO45387;"5116,9261"
350;20230807;20230819;20230814;25986;SO45388;"4826,2357"
310;20230807;20230819;20230814;11090;SO45389;"5116,9261"
310;20230807;20230819;20230814;19560;SO45390;"5116,9261"
313;20230807;20230819;20230814;19588;SO45391;"5116,9261"
344;20230807;20230819;20230814;11762;SO45392;"4861,9857"
312;20230808;20230820;20230815;14171;SO45393;"5116,9261"
348;20230808;20230820;20230815;11468;SO45394;"4826,2357"
313;20230808;20230820;20230815;29352;SO45395;"5116,9261"
312;20230808;20230820;20230815;19594;SO45396;"5116,9261"
313;20230809;20230821;20230816;15051;SO45397;"5116,9261"
312;20230809;20230821;20230816;15059;SO45398;"5116,9261"
311;20230809;20230821;20230816;19598;SO45399;"5116,9261"
313;20230810;20230822;20230817;14162;SO45400;"5116,9261"
310;20230810;20230822;20230817;15058;SO45401;"5116,9261"
344;20230810;20230822;20230817;11413;SO45402;"4861,9857"
314;20230810;20230822;20230817;23114;SO45403;"5116,9261"
310;20230810;20230822;20230817;11217;SO45404;"5116,9261"
312;20230810;20230822;20230817;23209;SO45405;"5116,9261"
351;20230810;20230822;20230817;25987;SO45406;"4826,2357"
314;20230810;20230822;20230817;29285;SO45407;"5116,9261"
314;20230810;20230822;20230817;29326;SO45408;"5116,9261"
312;20230810;20230822;20230817;19612;SO45409;"5116,9261"
310;20230811;20230823;20230818;14149;SO45410;"5116,9261"
313;20230811;20230823;20230818;28197;SO45411;"5116,9261"
310;20230811;20230823;20230818;23137;SO45412;"5116,9261"
312;20230811;20230823;20230818;11191;SO45413;"5116,9261"
330;20230811;20230823;20230818;18038;SO45414;"999,7104"
312;20230811;20230823;20230818;28092;SO45415;"5116,9261"
310;20230811;20230823;20230818;28161;SO45416;"5116,9261"
310;20230811;20230823;20230818;28620;SO45417;"5116,9261"
